investigation_type,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,state,year,month,day,human_error,make_model
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,3.0,12.0,111.0,VMC,cruise,Probable Cause,MO,2002,4,18,False,boeing 757
accident,non-fatal,substantial,airplane,boeing,DC-9-,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,123.0,VMC,landing,Probable Cause,MO,2002,6,16,False,boeing DC-9-
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,108.0,IMC,cruise,Probable Cause,MO,2004,4,10,False,boeing 737
accident,non-fatal,unknown,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,1.0,1.0,86.0,VMC,descent,Probable Cause,MO,2004,5,26,False,boeing DC9
incident,incident,unknown,airplane,boeing,717,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,80.0,IMC,climb,Probable Cause,MO,2005,5,12,False,boeing 717
incident,incident,minor,unknown,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,54.0,VMC,cruise,Probable Cause,MO,2005,5,19,False,embraer ERJ145
accident,non-fatal,substantial,airplane,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,143.0,VMC,climb,Probable Cause,MO,2007,9,28,False,boeing DC9
incident,non-fatal,minor,airplane,boeing,MD81,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,51.0,VMC,unknown,The inadvertent partial inflation of the evacuation slide within the tailcone during takeoff and subsequent binding of the elevator control cables. The partial inflation resulted from the tailcone evacuation slide cover failing to be secured to the floor fittings on the walkway for undetermined reasons.,MO,2008,7,7,False,boeing MD81
accident,non-fatal,substantial,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,36.0,VMC,unknown,The flying pilot's excessive angle of attack during the landing flare resulting in abnormal runway contact.,MO,2008,8,14,False,embraer ERJ145
accident,non-fatal,unknown,airplane,embraer,ERJ170,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,76.0,VMC,unknown,"An in-flight encounter with turbulence, which resulted in a serious injury to a flight attendant.",MO,2008,12,27,False,embraer ERJ170
incident,non-fatal,minor,airplane,airbus,A319,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,130.0,VMC,unknown,The in-flight engine ingestion of one or more Lesser Snow Geese (Chen caerulescens caerulescens).,MO,2009,11,15,False,airbus A319
accident,non-fatal,unknown,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,51.0,VMC,unknown,An in-flight encounter with convectively induced turbulence associated with developing thunderstorms under the flight path during the airplane's climb to cruise flight.,MO,2011,3,26,False,embraer ERJ145
accident,non-fatal,unknown,airplane,airbus,A319,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,124.0,VMC,unknown,An inadvertent encounter with unforecast convective turbulence.,MO,2011,5,9,False,airbus A319
incident,non-fatal,minor,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,107.0,unknown,unknown,"The initial damage to the fan blades was caused by the ingestion of two mallard ducks that caused one or more fan blades to fracture, striking the fan shroud, as well as other passing fan blades, producing various sized blades fragments that created a cascading effect of collateral impact damage to the other fan blades, the fan case, and the inlet cowl. One large blade fragment was deflected out of the fan containment plane, which pierced and exited the inlet cowl in a benign direction.

The engine and airplane met the applicable bird and containment design standards since the engine did not catch on fire, no engine cases exhibited any penetrations, the engine was able to be shutdown normally, and the airplane damage did not impact the safe operation of the airplane or create a hazard to the persons on board.",MO,2013,12,23,False,boeing 737
incident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,131.0,VMC,unknown,"The Flight crew's failure to properly identify the airport and runway of intended landing.

Contributing to the incident was the flight crew's failure to comply with procedures for use of navigation information and visual cues to verify the airport and runway of intended landing and the air traffic controller's issuance of erroneous airport geographic information without including the location of proximate airports.",MO,2014,1,13,False,boeing 737
accident,non-fatal,unknown,airplane,boeing,MD11,no,3.0,turbo fan,commercial flight,0.0,0.0,1.0,3.0,VMC,unknown,a partial inflation of the 1L escape slide/raft due to undetermined reasons resulting in insufficient capability to support the weight of the crewmember.,MO,2015,2,24,False,boeing MD11
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,147.0,IMC,unknown,an inadvertent encounter with clear air turbulence.,MO,2015,11,29,False,boeing 737
accident,non-fatal,unknown,airplane,embraer,ERJ170,no,unknown,turbo fan,commercial flight,0.0,0.0,1.0,56.0,IMC,unknown,the abrupt pitch up maneuver which caused the flight attendant to lose her balance and injure her ankle.,MO,2017,12,18,False,embraer ERJ170
accident,non-fatal,minor,airplane,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,7.0,19.0,142.0,VMC,cruise,Probable Cause,WY,1982,7,16,False,boeing DC10
accident,non-fatal,minor,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,1.0,0.0,95.0,VMC,landing,Probable Cause,WY,1983,3,23,False,boeing 737
incident,incident,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,111.0,VMC,standing,Probable Cause,WY,1985,11,26,False,boeing 727
incident,incident,unknown,unknown,boeing,C-1,no,4.0,turbo jet,commercial flight,0.0,0.0,0.0,72.0,VMC,cruise,Probable Cause,WY,1987,6,2,False,boeing C-1
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,72.0,VMC,cruise,Probable Cause,WY,1987,6,2,False,boeing 727
incident,non-fatal,minor,airplane,airbus,A320,no,unknown,turbo fan,commercial flight,0.0,1.0,0.0,124.0,VMC,unknown,the loss of braking action on the left main landing gear due to the cross connection of the wheel speed tachometer wires that was caused by inadequate maintenance performed on the airplane during the installation of the main landing gear.,WY,2008,2,26,False,airbus A320
incident,non-fatal,unknown,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,185.0,IMC,unknown,"a manufacturing defect in a clutch mechanism that prevented the speedbrakes from automatically deploying after touchdown, and the captains failure to monitor and extend the speedbrakes manually. Also causal was the failure of the thrust reversers to deploy when initially commanded. Contributing to the incident was the captains failure to confirm speedbrake extension before announcing their deployment, and his distraction caused by the thrust reversers failure to initially deploy after landing.",WY,2010,12,29,False,boeing 757
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,10.0,2.0,107.0,unknown,unknown,an encounter with severe mountain wave turbulence during cruise flight.,WY,2014,2,17,False,boeing 737
incident,incident,unknown,airplane,lockheed,L1011,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,149.0,unknown,cruise,Probable Cause,IL,1982,1,12,False,lockheed L1011
incident,incident,minor,unknown,boeing,DC1010,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,201.0,VMC,landing,Probable Cause,IL,1983,1,13,False,boeing DC1010
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,2.0,15.0,125.0,VMC,takeoff,Probable Cause,IL,1983,6,11,False,boeing 727
incident,incident,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,440.0,VMC,taxi,Probable Cause,IL,1983,6,20,False,boeing 747
incident,incident,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,440.0,VMC,standing,Probable Cause,IL,1983,6,20,False,boeing 747
incident,incident,unknown,unknown,boeing,DC8,no,4.0,turbo jet,commercial flight,0.0,0.0,0.0,122.0,VMC,takeoff,Probable Cause,IL,1983,7,5,False,boeing DC8
incident,incident,unknown,unknown,boeing,DC8,no,4.0,turbo jet,commercial flight,0.0,0.0,0.0,102.0,VMC,landing,Probable Cause,IL,1983,7,20,False,boeing DC8
incident,incident,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,116.0,VMC,approach,Probable Cause,IL,1983,9,7,False,boeing 727
incident,incident,minor,airplane,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,100.0,VMC,taxi,Probable Cause,IL,1983,11,8,False,boeing 727
incident,incident,minor,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,260.0,IMC,landing,Probable Cause,IL,1983,12,14,False,boeing DC8
incident,incident,minor,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,47.0,IMC,takeoff,Probable Cause,IL,1984,1,23,False,boeing DC8
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,84.0,VMC,cruise,Probable Cause,IL,1984,5,4,False,boeing DC9
incident,incident,minor,unknown,boeing,707,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,4.0,IMC,approach,Probable Cause,IL,1984,6,23,False,boeing 707
incident,incident,minor,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,landing,Probable Cause,IL,1984,6,26,False,boeing DC8
incident,incident,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,91.0,VMC,takeoff,Probable Cause,IL,1984,7,16,False,boeing 727
incident,incident,minor,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,276.0,VMC,climb,Probable Cause,IL,1984,10,27,False,boeing DC10
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,26.0,VMC,takeoff,Probable Cause,IL,1985,1,31,False,boeing DC9
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,53.0,IMC,go-around,Probable Cause,IL,1985,2,10,False,boeing DC9
incident,incident,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,121.0,VMC,approach,Probable Cause,IL,1985,5,27,False,boeing 727
incident,incident,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,IMC,climb,Probable Cause,IL,1985,11,28,False,boeing 747
incident,incident,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,1.0,51.0,VMC,descent,Probable Cause,IL,1986,2,6,False,boeing 727
incident,incident,unknown,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,106.0,VMC,cruise,Probable Cause,IL,1986,3,2,False,boeing DC10
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,0.0,1.0,113.0,VMC,landing,Probable Cause,IL,1986,4,8,False,boeing 737
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,224.0,VMC,takeoff,Probable Cause,IL,1986,5,17,False,boeing 727
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,224.0,VMC,takeoff,Probable Cause,IL,1986,5,17,False,boeing DC9
incident,incident,destroyed,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,106.0,VMC,standing,Probable Cause,IL,1986,8,10,False,boeing DC10
accident,non-fatal,unknown,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,1.0,5.0,171.0,VMC,takeoff,Probable Cause,IL,1987,3,25,False,boeing DC10
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,109.0,VMC,takeoff,Probable Cause,IL,1987,4,7,False,boeing 727
incident,incident,unknown,unknown,boeing,DC-9-,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,83.0,VMC,climb,Probable Cause,IL,1987,5,29,False,boeing DC-9-
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,408.0,VMC,taxi,Probable Cause,IL,1987,8,2,False,boeing 727
incident,incident,unknown,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,408.0,VMC,takeoff,Probable Cause,IL,1987,8,2,False,boeing DC10
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,135.0,IMC,climb,Probable Cause,IL,1987,8,8,False,boeing 727
incident,incident,minor,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,3.0,178.0,VMC,approach,Probable Cause,IL,1987,8,22,False,boeing 767
incident,incident,unknown,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,1.0,126.0,VMC,standing,Probable Cause,IL,1987,9,2,False,boeing DC8
incident,incident,minor,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,228.0,VMC,cruise,Probable Cause,IL,1987,10,28,False,boeing DC10
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,147.0,VMC,takeoff,Probable Cause,IL,1987,10,29,False,boeing 737
accident,non-fatal,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,1.0,1.0,145.0,unknown,descent,Probable Cause,IL,1988,1,19,False,boeing 767
incident,incident,unknown,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,206.0,IMC,landing,Probable Cause,IL,1988,2,10,False,boeing DC10
incident,incident,unknown,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,297.0,VMC,takeoff,Probable Cause,IL,1988,2,19,False,boeing 747
accident,non-fatal,substantial,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,304.0,VMC,approach,Probable Cause,IL,1988,5,9,False,boeing 747
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,95.0,VMC,cruise,Probable Cause,IL,1988,5,10,False,boeing DC9
incident,incident,unknown,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,274.0,VMC,climb,Probable Cause,IL,1988,5,11,False,boeing DC10
incident,incident,unknown,unknown,boeing,MD80,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,126.0,VMC,landing,Probable Cause,IL,1988,7,14,False,boeing MD80
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,7.0,61.0,VMC,approach,Probable Cause,IL,1988,8,27,False,boeing 727
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,80.0,VMC,takeoff,Probable Cause,IL,1988,10,24,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,33.0,VMC,takeoff,Probable Cause,IL,1989,1,20,False,boeing 737
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,84.0,VMC,descent,Probable Cause,IL,1989,7,9,False,boeing DC9
incident,incident,unknown,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,250.0,VMC,landing,Probable Cause,IL,1989,7,18,False,boeing DC10
accident,non-fatal,substantial,unknown,boeing,MD80,no,2.0,turbo fan,commercial flight,0.0,0.0,2.0,108.0,VMC,descent,Probable Cause,IL,1989,9,12,False,boeing MD80
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,36.0,IMC,landing,Probable Cause,IL,1989,12,13,False,boeing DC9
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,65.0,VMC,descent,Probable Cause,IL,1990,6,29,False,boeing DC9
incident,incident,minor,unknown,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,159.0,VMC,unknown,Probable Cause,IL,1990,8,10,False,airbus A320
incident,incident,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,119.0,VMC,taxi,Probable Cause,IL,1991,4,25,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,DC-9-,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,80.0,VMC,taxi,Probable Cause,IL,1991,9,23,False,boeing DC-9-
incident,incident,unknown,unknown,boeing,DC-9-,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,315.0,VMC,takeoff,Probable Cause,IL,1991,12,23,False,boeing DC-9-
incident,incident,unknown,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,315.0,VMC,takeoff,Probable Cause,IL,1991,12,23,False,boeing DC10
incident,incident,minor,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,200.0,VMC,landing,Probable Cause,IL,1992,3,3,False,boeing DC10
accident,fatal,unknown,unknown,boeing,747,no,4.0,turbo fan,commercial flight,1.0,1.0,0.0,277.0,VMC,standing,Probable Cause,IL,1992,8,23,False,boeing 747
incident,incident,minor,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,6.0,VMC,climb,Probable Cause,IL,1992,8,28,False,boeing DC8
incident,incident,minor,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,climb,Probable Cause,IL,1992,11,13,False,boeing DC8
accident,non-fatal,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,1.0,5.0,118.0,VMC,standing,Probable Cause,IL,1992,11,27,False,boeing 727
incident,incident,minor,unknown,fokker,F10,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,103.0,VMC,landing,Probable Cause,IL,1993,3,13,False,fokker F10
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,86.0,VMC,go-around,Probable Cause,IL,1993,11,15,False,boeing 727
incident,incident,minor,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,100.0,VMC,landing,Probable Cause,IL,1994,2,9,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,MD11,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,267.0,VMC,landing,Probable Cause,IL,1994,8,19,False,boeing MD11
accident,non-fatal,minor,unknown,boeing,DC8,no,4.0,turbo jet,commercial flight,0.0,1.0,0.0,6.0,VMC,standing,Probable Cause,IL,1994,11,30,False,boeing DC8
incident,incident,unknown,unknown,boeing,747,no,4.0,turbo jet,commercial flight,0.0,0.0,0.0,357.0,VMC,climb,Probable Cause,IL,1995,2,25,False,boeing 747
incident,incident,minor,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,116.0,VMC,takeoff,Probable Cause,IL,1995,4,7,False,boeing 737
incident,incident,minor,unknown,boeing,DC1010,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,192.0,VMC,takeoff,Probable Cause,IL,1995,5,1,False,boeing DC1010
accident,non-fatal,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,4.0,0.0,144.0,VMC,cruise,Probable Cause,IL,1995,6,20,False,boeing 767
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,1.0,135.0,IMC,descent,Probable Cause,IL,1996,4,28,False,boeing 727
accident,fatal,destroyed,unknown,boeing,F/A-18C,no,2.0,turbo fan,commercial flight,1.0,0.0,0.0,0.0,VMC,unknown,Probable Cause,IL,1996,6,19,False,boeing F/A-18C
incident,incident,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,140.0,VMC,approach,Probable Cause,IL,1996,11,19,False,boeing 767
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,4.0,18.0,180.0,VMC,descent,Probable Cause,IL,1997,3,2,False,boeing 757
incident,incident,minor,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,2.0,56.0,VMC,takeoff,Probable Cause,IL,1997,4,28,False,boeing 737
incident,incident,unknown,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,7.0,VMC,taxi,Probable Cause,IL,1997,6,9,False,boeing DC10
incident,incident,minor,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,50.0,VMC,landing,Probable Cause,IL,1997,10,4,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,23.0,99.0,IMC,approach,Probable Cause,IL,1998,2,9,False,boeing 727
accident,non-fatal,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,1.0,2.0,153.0,VMC,standing,Probable Cause,IL,1998,4,19,False,boeing 727
accident,non-fatal,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,1.0,1.0,135.0,unknown,climb,Probable Cause,IL,1998,7,22,False,boeing 767
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,1.0,0.0,47.0,IMC,descent,Probable Cause,IL,1999,5,5,False,boeing 737
incident,incident,minor,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,186.0,VMC,taxi,Probable Cause,IL,1999,6,29,False,boeing 767
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,105.0,VMC,takeoff,Probable Cause,IL,1999,10,14,False,boeing DC9
incident,incident,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,68.0,VMC,cruise,Probable Cause,IL,1999,10,28,False,boeing 757
accident,non-fatal,substantial,unknown,fokker,F28,no,2.0,turbo fan,commercial flight,0.0,1.0,6.0,46.0,VMC,standing,Probable Cause,IL,2000,2,21,False,fokker F28
incident,incident,unknown,unknown,boeing,777,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,167.0,VMC,takeoff,Probable Cause,IL,2000,4,25,False,boeing 777
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,117.0,VMC,descent,Probable Cause,IL,2000,7,31,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,105.0,VMC,taxi,Probable Cause,IL,2000,8,16,False,boeing 727
incident,incident,minor,unknown,airbus,A340,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,249.0,IMC,taxi,Probable Cause,IL,2000,12,13,False,airbus A340
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,249.0,IMC,standing,Probable Cause,IL,2000,12,13,False,boeing DC9
accident,non-fatal,substantial,unknown,boeing,717,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,76.0,VMC,taxi,Probable Cause,IL,2001,8,9,False,boeing 717
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,99.0,VMC,descent,Probable Cause,IL,2001,12,13,False,boeing 737
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,104.0,VMC,descent,Probable Cause,IL,2001,12,28,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,92.0,VMC,taxi,Probable Cause,IL,2002,5,11,False,boeing 757
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,1.0,113.0,IMC,descent,Probable Cause,IL,2002,6,2,False,boeing 757
incident,incident,minor,unknown,airbus,A319,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,82.0,VMC,takeoff,Probable Cause,IL,2002,11,21,False,airbus A319
incident,incident,unknown,unknown,boeing,747,no,4.0,turbo jet,commercial flight,0.0,0.0,0.0,319.0,VMC,cruise,Probable Cause,IL,2003,4,1,False,boeing 747
accident,non-fatal,unknown,unknown,boeing,777,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,269.0,VMC,descent,Probable Cause,IL,2003,7,17,False,boeing 777
accident,non-fatal,unknown,unknown,boeing,DC-9-,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,29.0,VMC,descent,Probable Cause,IL,2004,7,15,False,boeing DC-9-
incident,incident,minor,unknown,boeing,DC-9-,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,112.0,VMC,climb,Probable Cause,IL,2004,9,16,False,boeing DC-9-
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,110.0,VMC,taxi,Probable Cause,IL,2005,7,8,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,171.0,VMC,taxi,Probable Cause,IL,2005,8,20,False,boeing 757
accident,non-fatal,substantial,unknown,boeing,MD10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,5.0,VMC,taxi,Probable Cause,IL,2005,11,28,False,boeing MD10
accident,fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,1.0,1.0,21.0,85.0,IMC,landing,Probable Cause,IL,2005,12,8,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,136.0,VMC,approach,Probable Cause,IL,2006,6,20,False,boeing DC9
accident,non-fatal,minor,airplane,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,216.0,IMC,taxi,Probable Cause,IL,2006,11,7,False,airbus A320
accident,non-fatal,unknown,unknown,boeing,777,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,103.0,VMC,cruise,Probable Cause,IL,2007,2,23,False,boeing 777
accident,non-fatal,substantial,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,203.0,VMC,takeoff,Probable Cause,IL,2007,3,15,False,boeing 767
accident,non-fatal,substantial,airplane,boeing,MD83,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,501.0,VMC,standing,Probable Cause,IL,2007,6,27,False,boeing MD83
accident,non-fatal,minor,airplane,boeing,777,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,501.0,VMC,taxi,Probable Cause,IL,2007,6,27,False,boeing 777
incident,incident,minor,airplane,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,0.0,2.0,125.0,VMC,landing,Probable Cause,IL,2007,10,9,False,airbus A320
accident,non-fatal,minor,airplane,boeing,777,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,263.0,VMC,approach,Probable Cause,IL,2007,12,14,False,boeing 777
incident,non-fatal,minor,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,192.0,unknown,unknown,The failure of an electrical relay due to eroded contacts and the flight crew's decision to continue a flight that was operating on battery power.,IL,2008,9,22,False,boeing 757
incident,non-fatal,minor,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,133.0,unknown,unknown,The right nose landing gear axle's failure from intergranular and fatigue cracking due to an earlier bearing failure.,IL,2008,10,1,False,boeing 737
accident,non-fatal,substantial,airplane,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,unknown,The ground crew's failure to maintain clearance from the light pole while directing the airplane to parking.,IL,2008,12,23,False,boeing 747
incident,non-fatal,minor,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,45.0,VMC,unknown,An in-flight encounter with lightning. Contributing to the incident was the damaged and displaced tailcone bulkhead frame that inhibited the full travel of the elevator during approach.,IL,2010,3,13,False,embraer ERJ145
accident,non-fatal,unknown,airplane,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,83.0,unknown,unknown,The flight attendant's loss of balance resulting in a fall and a broken wrist.,IL,2010,4,17,False,boeing DC9
